district,day,hour,load,price,action,battery_level
Nagapattinam,0,0,0.47223423344624876,3.052257188593309,idle,0.5
Nagapattinam,0,1,0.4499737602885722,3.3142044591635753,idle,0.5
Nagapattinam,0,2,0.3628655585258252,3.1713648257789453,discharge,0.4
Nagapattinam,0,3,0.30638031756337314,3.226690575839664,idle,0.4
Nagapattinam,0,4,0.4953636072038597,3.435304286737364,discharge,0.30000000000000004
Nagapattinam,0,5,0.44373241073197794,3.0461144496473835,discharge,0.20000000000000004
Nagapattinam,0,6,0.3781067498397025,5.0780242347986775,idle,0.20000000000000004
Nagapattinam,0,7,0.3845234050901507,4.505331229983877,discharge,0.10000000000000003
Nagapattinam,0,8,0.4772526810658771,8.981188670784148,discharge,2.7755575615628914e-17
Nagapattinam,0,9,0.5874277774812476,8.781584997634438,idle,2.7755575615628914e-17
Nagapattinam,0,10,0.5231515157867473,8.971163558329954,idle,2.7755575615628914e-17
Nagapattinam,0,11,0.4373936706093871,4.559953237343803,idle,2.7755575615628914e-17
Nagapattinam,0,12,0.3190596144177285,4.775165989929469,discharge,0.0
Nagapattinam,0,13,0.3497830809840709,5.267173373941254,idle,0.0
Nagapattinam,0,14,0.3173330299962639,5.174090171920592,idle,0.0
Nagapattinam,0,15,0.44614617248815575,4.866526893717127,idle,0.0
Nagapattinam,0,16,0.4242544252528656,5.040822944128389,discharge,0.0
Nagapattinam,0,17,0.35092752883212414,5.421982019292451,charge,0.1
Nagapattinam,0,18,0.555956500937863,8.65819955103644,discharge,0.0
Nagapattinam,0,19,0.3798489213405977,8.032238160064932,idle,0.0
Nagapattinam,0,20,0.4562518847408963,4.7410836904788125,idle,0.0
Nagapattinam,0,21,0.3449504294424559,5.001446999692206,discharge,0.0
Nagapattinam,0,22,0.38297236644585975,4.881719477626428,idle,0.0
Nagapattinam,0,23,0.3559166428548905,5.011910400077483,discharge,0.0
Nagapattinam,1,0,0.37687409483947903,3.338193877368835,discharge,0.0
Nagapattinam,1,1,0.3331725078698473,2.990947920860559,idle,0.0
Nagapattinam,1,2,0.38125570037395307,3.316462947404974,idle,0.0
Nagapattinam,1,3,0.4682845832619216,3.188856999112861,discharge,0.0
Nagapattinam,1,4,0.3130821036492111,2.95280127988266,idle,0.0
Nagapattinam,1,5,0.3908654585242709,2.860388325491892,charge,0.1
Nagapattinam,1,6,0.3447469142008195,4.649362977955578,discharge,0.0
Nagapattinam,1,7,0.3924137079177432,5.255656142050894,charge,0.1
Nagapattinam,1,8,0.38702303088061074,7.621280661287679,discharge,0.0
Nagapattinam,1,9,0.4971801438545018,7.611720524663775,idle,0.0
Nagapattinam,1,10,0.5860026954725935,7.707419760949197,discharge,0.0
Nagapattinam,1,11,0.3228777268635685,5.142548341776081,idle,0.0
Nagapattinam,1,12,0.3588731015865725,5.309163014368998,discharge,0.0
Nagapattinam,1,13,0.3617835935185576,5.100928971209198,idle,0.0
Nagapattinam,1,14,0.4288128929476943,5.350302416080356,discharge,0.0
Nagapattinam,1,15,0.3370423834939579,4.906398956937851,idle,0.0
Nagapattinam,1,16,0.43140060842156863,4.66424179369775,discharge,0.0
Nagapattinam,1,17,0.48196725760891007,4.941573184964263,charge,0.1
Nagapattinam,1,18,0.5362201361679861,8.70262638606327,discharge,0.0
Nagapattinam,1,19,0.37572799782767413,8.210090496787435,idle,0.0
Nagapattinam,1,20,0.466988138936699,5.077373782897239,idle,0.0
Nagapattinam,1,21,0.36480990974990324,5.139138869991752,discharge,0.0
Nagapattinam,1,22,0.4220420595495424,5.251919656479535,discharge,0.0
Nagapattinam,1,23,0.30564917222217036,5.237347844162009,discharge,0.0
Nagapattinam,2,0,0.42130621811674496,2.9188481589506186,discharge,0.0
Nagapattinam,2,1,0.3378835223760537,3.3817607904329647,idle,0.0
Nagapattinam,2,2,0.3303592181038984,2.8363836692125735,idle,0.0
Nagapattinam,2,3,0.32791749876763465,2.890632475516417,discharge,0.0
Nagapattinam,2,4,0.352255994620461,2.876542172588218,idle,0.0
Nagapattinam,2,5,0.44662000342562985,2.9082447319162013,charge,0.1
Nagapattinam,2,6,0.42511094508097946,5.097427721369446,discharge,0.0
Nagapattinam,2,7,0.48582510114908894,5.420818553345224,charge,0.1
Nagapattinam,2,8,0.4820719038758552,7.556975848527113,discharge,0.0
Nagapattinam,2,9,0.37048581830045113,8.506969141502488,idle,0.0
Nagapattinam,2,10,0.4969037845835944,8.657082028005116,discharge,0.0
Nagapattinam,2,11,0.316228454348452,4.914162756532928,idle,0.0
Nagapattinam,2,12,0.41477148844322953,4.8126235625713525,idle,0.0
Nagapattinam,2,13,0.4743364649662033,5.414494312849448,idle,0.0
Nagapattinam,2,14,0.4581458518173175,4.650270877013745,discharge,0.0
Nagapattinam,2,15,0.3190100393138371,5.457008516755351,idle,0.0
Nagapattinam,2,16,0.4659083333772005,5.069428698651358,discharge,0.0
Nagapattinam,2,17,0.4216249700327006,4.835933190328842,charge,0.1
Nagapattinam,2,18,0.445106487311753,8.636983453225108,discharge,0.0
Nagapattinam,2,19,0.5891378883620154,8.478413202647653,idle,0.0
Nagapattinam,2,20,0.32714601308508867,5.207522257975654,discharge,0.0
Nagapattinam,2,21,0.34341212436135815,5.1718418676251,discharge,0.0
