district,day,hour,load,price
Dindigul,0,0,0.35963584947978394,3.018767987508801
Dindigul,0,1,0.4323545372407698,2.977104239073672
Dindigul,0,2,0.31749478280477494,3.1206125442370056
Dindigul,0,3,0.4720933231736293,3.2934659736529452
Dindigul,0,4,0.3557467791355108,3.282776149325621
Dindigul,0,5,0.36912593023532997,3.2749757047745556
Dindigul,0,6,0.32188747631715897,5.322729433291726
Dindigul,0,7,0.32864778762406827,5.332597053674763
Dindigul,0,8,0.42196311195659697,5.264407777748067
Dindigul,0,9,0.5442250668828438,8.267942426279536
Dindigul,0,10,0.516839922673397,7.634587589648948
Dindigul,0,11,0.3344791056891967,5.216326097511029
Dindigul,0,12,0.4181901398522164,4.800290573051093
Dindigul,0,13,0.4332744023312029,4.8102746478766
Dindigul,0,14,0.365046948626896,5.003397024215443
Dindigul,0,15,0.4798807211474565,4.747591522353682
Dindigul,0,16,0.338688893264451,5.053309187565821
Dindigul,0,17,0.4867617215046941,4.629131056395392
Dindigul,0,18,0.3848654296878599,8.319696226146513
Dindigul,0,19,0.39018060476103333,8.03448076447408
Dindigul,0,20,0.33005371312802834,4.55872493283737
Dindigul,0,21,0.34682383638646774,5.3322905950749355
Dindigul,0,22,0.39671182365697705,5.31685089503935
Dindigul,0,23,0.4842063916285168,4.764192906800451
Dindigul,1,0,0.37073265544462214,2.8638229014448173
Dindigul,1,1,0.48269855259353106,3.310420628381817
Dindigul,1,2,0.4694773487534314,2.8581033559773816
Dindigul,1,3,0.48016031440972123,2.8581538390060603
Dindigul,1,4,0.3980668727628021,3.247011790883855
Dindigul,1,5,0.3871818552998232,2.9922737025578745
Dindigul,1,6,0.3512888418515069,5.322731164813767
Dindigul,1,7,0.47172331092046405,5.212388292640426
Dindigul,1,8,0.4096155329422917,4.853736463025098
Dindigul,1,9,0.34326207433284794,7.818280975304996
Dindigul,1,10,0.3487448830530571,8.453799969856796
Dindigul,1,11,0.3848361088514807,4.5669511403108105
Dindigul,1,12,0.3275008098400377,4.815664275967039
Dindigul,1,13,0.46618811628931645,4.547142612918597
Dindigul,1,14,0.35769982671160716,5.032909415117643
Dindigul,1,15,0.3053330366259316,5.260566531508632
Dindigul,1,16,0.4630902048148724,5.386291238434095
Dindigul,1,17,0.30574638630032436,4.503620804652543
Dindigul,1,18,0.45746147628048844,8.681608513129584
Dindigul,1,19,0.4576732858423547,8.034859149332426
Dindigul,1,20,0.31815382700385153,5.385800682024439
Dindigul,1,21,0.33699812424657694,4.874522217262835
Dindigul,1,22,0.3389222253910707,5.067622186819428
Dindigul,1,23,0.3879153871530246,5.3597844608786245
Dindigul,2,0,0.4191856277525805,3.404148811554102
Dindigul,2,1,0.4821072866055878,3.489949755325912
Dindigul,2,2,0.4514720105018718,3.200768390600361
