district,day,hour,load,price
Thoothukudi,0,0,0.5095655911785191,3.3003890736926578
Thoothukudi,0,1,0.42010478027745923,3.3668246263244748
Thoothukudi,0,2,0.5534398209664838,3.2392412447936954
Thoothukudi,0,3,0.5917771284097588,3.3590887951908766
Thoothukudi,0,4,0.5299685890669967,3.328608999297613
Thoothukudi,0,5,0.5961211274308076,3.3421940652581497
Thoothukudi,0,6,0.5941053146378026,4.842006164103628
Thoothukudi,0,7,0.5334976000500644,5.475163881682178
Thoothukudi,0,8,0.5392255094047296,4.72338762872981
Thoothukudi,0,9,0.6687611837345556,7.503471648029843
Thoothukudi,0,10,0.5753132734909903,8.978020460785563
Thoothukudi,0,11,0.768051022170789,8.500644748198544
Thoothukudi,0,12,0.425912290033039,5.381049313768184
Thoothukudi,0,13,0.5994386252174447,4.902140843038828
Thoothukudi,0,14,0.5252710946602269,4.505938049818955
Thoothukudi,0,15,0.56391928413553,5.2318705865563375
Thoothukudi,0,16,0.49447119425704,4.702912780487622
Thoothukudi,0,17,0.4037126620302146,5.1709121934838835
Thoothukudi,0,18,0.7362258574112323,7.976239722858215
Thoothukudi,0,19,0.6747260754712093,7.649401977620095
Thoothukudi,0,20,0.4779874533106373,4.939595190305796
Thoothukudi,0,21,0.48690836640264823,5.447421334955628
Thoothukudi,0,22,0.5570027402014117,4.7102023592147715
Thoothukudi,0,23,0.41532147591867324,4.664266436456536
Thoothukudi,1,0,0.5022523338607107,3.402146378703728
Thoothukudi,1,1,0.46267592042823263,3.3080776902996
Thoothukudi,1,2,0.41150936714402087,2.856427860094514
Thoothukudi,1,3,0.5920469386802913,3.262159594008384
Thoothukudi,1,4,0.42098858145405926,3.3880699622063575
Thoothukudi,1,5,0.41183648129535777,2.8407504135193116
Thoothukudi,1,6,0.47158087299766804,5.0267878695746235
Thoothukudi,1,7,0.4990072926871486,5.466397182423992
Thoothukudi,1,8,0.42094892598812594,5.17262504620378
Thoothukudi,1,9,0.8164508600775952,7.861137480062254
Thoothukudi,1,10,0.6682922371671581,7.934957083587262
Thoothukudi,1,11,0.5714555937907629,8.436220664107495
Thoothukudi,1,12,0.4831144707283628,4.981189807417201
Thoothukudi,1,13,0.4142003754610035,4.507985443834899
Thoothukudi,1,14,0.4271851475055517,4.65769718393483
Thoothukudi,1,15,0.42292186331044057,4.602257431414095
Thoothukudi,1,16,0.46657601700712936,5.320944806479634
Thoothukudi,1,17,0.41957494108618887,5.126008491608203
Thoothukudi,1,18,0.7908370491522857,7.528854258812796
Thoothukudi,1,19,0.6325703112589023,8.630399359876053
Thoothukudi,1,20,0.4672599710698513,5.0471517826915955
Thoothukudi,1,21,0.4476587545416255,5.27270743208507
Thoothukudi,1,22,0.45572251998813523,4.775095338987302
Thoothukudi,1,23,0.48644790884680844,4.595211428149213
